"","means_control","means_uc","fold_change","hmr","mar"
"HMR_8463",-0.0389168728606875,-0.019840441989306,0.00426289361908315,"HMR_8463","MAR08463"
"HMR_8465",-0.0772344920713499,-0.0319646717919012,0.00727783383405818,"HMR_8465","MAR08465"
"HMR_8467",-0.331369217798595,-0.340542367745735,0.00101127940684553,"HMR_8467","MAR08467"
"HMR_8469",0,-0.000371422433440632,0.00202438549360992,"HMR_8469","MAR08469"
"HMR_3802",-0.0105729983783368,-0.00782389590366286,0.0023835675716043,"HMR_3802","MAR03802"
"HMR_3831",0,0.000246251790545917,0.00209548170909538,"HMR_3831","MAR03831"
"HMR_3899",-0.0675137947625921,-0.0514615896890009,0.00391479586682683,"HMR_3899","MAR03899"
"HMR_3956",0.0117521040045935,0.0124330394353327,0.00214551514185177,"HMR_3956","MAR03956"
"HMR_4190",-0.00468027507069225,2.82244295127147e-19,0.00260585151627014,"HMR_4190","MAR04190"
"HMR_8607",0,0.000123222744205458,0.00208132068496661,"HMR_8607","MAR08607"
"HMR_3839",0.00113231850117096,0.00450728723767081,0.00245560671600743,"HMR_3839","MAR03839"
"HMR_3841",0.00113231850117096,0.00450728723767081,0.00245560671600743,"HMR_3841","MAR03841"
"HMR_3845",-0.0023412602991071,-3.64835525319495,-0.417600361188726,"HMR_3845","MAR03845"
"HMR_4198",0,0.00349564362482591,0.00246949676926033,"HMR_4198","MAR04198"
"HMR_4658",-0.00652856167912098,-0.00866529922761335,0.00182119225849413,"HMR_4658","MAR04658"
"HMR_8566",1.09763938179779,25.4895989735191,2.80965720329564,"HMR_8566","MAR08566"
"HMR_3208",0.00351434815985064,0.00356391365196056,0.00207284250720932,"HMR_3208","MAR03208"
"HMR_3213",0.00351434815985064,0.00356391365196056,0.00207284250720932,"HMR_3213","MAR03213"
"HMR_3215",0.00351434815985064,0.00356391365196056,0.00207284250720932,"HMR_3215","MAR03215"
"HMR_6725",0.0692978922716628,0.0821856982185608,0.00355056373044051,"HMR_6725","MAR06725"
"HMR_3996",0.0193492012930982,0.00444777458858574,0.000351937017464199,"HMR_3996","MAR03996"
"HMR_4323",0,0.283631465703264,0.0347139971842866,"HMR_4323","MAR04323"
"HMR_5390",0,0.000123222744205458,0.00208132068496661,"HMR_5390","MAR05390"
"HMR_8682",0.000647344262295082,0.000612518132830086,0.00206312877029161,"HMR_8682","MAR08682"
"HMR_4116",0.000258510538641686,0.000293336668106682,0.00207114596093618,"HMR_4116","MAR04116"
"HMR_4176",0.0917264637002345,0,-0.00849086258921859,"HMR_4176","MAR04176"
"HMR_4329",0.0917264637002345,0,-0.00849086258921859,"HMR_4329","MAR04329"
"HMR_3988",0.0268400534376284,0.0325373803473507,0.00272291733171064,"HMR_3988","MAR03988"
"HMR_4158",0.426040964888253,0.445072344026474,0.00425770802511729,"HMR_4158","MAR04158"
"HMR_4159",0.045003531598866,0.0259721524606448,-0.000123433293889523,"HMR_4159","MAR04159"
"HMR_4524",0.426040964888253,0.44504127543249,0.0042541319337621,"HMR_4524","MAR04524"
"HMR_4527",0.180014126395464,0.103888609842579,-0.00669514527239977,"HMR_4527","MAR04527"
"HMR_4631",0.426040964888253,0.445072344026474,0.00425770802511729,"HMR_4631","MAR04631"
"HMR_8366",0.045003531598866,0.0258790317088677,-0.000134151780718693,"HMR_8366","MAR08366"
"HMR_8367",0,9.3120751777165e-05,0.00207785585244306,"HMR_8367","MAR08367"
"HMR_8368",0.045003531598866,0.0259721524606448,-0.000123433293889523,"HMR_8368","MAR08368"
"HMR_8373",-0.180014126395464,-0.103888609842579,0.0108294200036276,"HMR_8373","MAR08373"
"HMR_8375",0.191920127402076,0.275750327077517,0.0117162528845482,"HMR_8375","MAR08375"
"HMR_5130",2.81,2.81,0.0020671373656139,"HMR_5130","MAR05130"
"HMR_5131",8.01,8.01,0.0020671373656139,"HMR_5131","MAR05131"
"HMR_5132",5.12,5.12,0.0020671373656139,"HMR_5132","MAR05132"
"HMR_5133",3.75,3.75,0.0020671373656139,"HMR_5133","MAR05133"
"HMR_5134",5.56,5.56,0.0020671373656139,"HMR_5134","MAR05134"
"HMR_5135",1.83,1.83,0.0020671373656139,"HMR_5135","MAR05135"
"HMR_5136",4.28,4.28,0.0020671373656139,"HMR_5136","MAR05136"
"HMR_5137",7.83,7.83,0.0020671373656139,"HMR_5137","MAR05137"
"HMR_5138",7.21,7.21,0.0020671373656139,"HMR_5138","MAR05138"
"HMR_5139",2.28,2.28,0.0020671373656139,"HMR_5139","MAR05139"
"HMR_5140",4.42,4.42,0.0020671373656139,"HMR_5140","MAR05140"
"HMR_5141",9.11,9.11,0.0020671373656139,"HMR_5141","MAR05141"
"HMR_5142",7.19,7.19,0.0020671373656139,"HMR_5142","MAR05142"
"HMR_5143",2.22,2.22,0.0020671373656139,"HMR_5143","MAR05143"
"HMR_5145",3.68,3.68,0.0020671373656139,"HMR_5145","MAR05145"
"HMR_5146",5.1,5.1,0.0020671373656139,"HMR_5146","MAR05146"
"HMR_5147",6.61,6.61,0.0020671373656139,"HMR_5147","MAR05147"
"HMR_5148",5.35,5.35,0.0020671373656139,"HMR_5148","MAR05148"
"HMR_5149",0.98,0.98,0.0020671373656139,"HMR_5149","MAR05149"
"HMR_5150",6.67,6.67,0.0020671373656139,"HMR_5150","MAR05150"
"HMR_5407",0,0.00321114828310384,0.00243675047463735,"HMR_5407","MAR05407"
"HMR_0710",0,0.002636097521745,0.00237056035166156,"HMR_0710","MAR00710"
"HMR_4141",-0.0133395100003892,-0.0128971282733228,0.00211805687200247,"HMR_4141","MAR04141"
"HMR_4145",-0.0133395100003892,-0.0128971282733228,0.00211805687200247,"HMR_4145","MAR04145"
"HMR_4147",-0.00060526766580388,-8.1521099054182e-05,0.00212742221695362,"HMR_4147","MAR04147"
"HMR_4152",0.0146611844986403,0.0161076891473602,0.00223363452902531,"HMR_4152","MAR04152"
"HMR_4408",0.00366871194379391,0.00194712663218953,0.00186897756626132,"HMR_4408","MAR04408"
"HMR_4410",0.0152664521644442,0.0161563216190205,0.00216956409485015,"HMR_4410","MAR04410"
"HMR_4458",0.00192694216405496,0.00335689142646605,0.00223172895280609,"HMR_4458","MAR04458"
"HMR_4589",0,0.000140715308883382,0.0020833341333176,"HMR_4589","MAR04589"
"HMR_4652",-0.0152664521644442,-0.0161892102464143,0.0019609250535422,"HMR_4652","MAR04652"
"HMR_5297",0.0117521040045935,0.0126252965944538,0.00216764453609016,"HMR_5297","MAR05297"
"HMR_6911",0.00719398119465093,0.00664295128469555,0.00200371211700262,"HMR_6911","MAR06911"
"HMR_6912",0.0808002095029494,0.0742589837834281,0.00131422203381877,"HMR_6912","MAR06912"
"HMR_6914",0.00499976595520306,0.0052137272077397,0.00209176496819978,"HMR_6914","MAR06914"
"HMR_6916",0.142678391931558,0.133463709531308,0.00100649889290906,"HMR_6916","MAR06916"
"HMR_6918",0.0360107318895522,0.0335192649225702,0.00178036180419219,"HMR_6918","MAR06918"
"HMR_6921",0.0529926961143402,0.0500509553900406,0.00172853390068815,"HMR_6921","MAR06921"
"HMR_3960",0.753558285832151,7.12533034472848,0.735477828198322,"HMR_3960","MAR03960"
"HMR_3980",0.377036585539026,3.5629911489584,0.368780371254235,"HMR_3980","MAR03980"
"HMR_3982",0.00277865797652866,0.00281547270000561,0.00207137485426359,"HMR_3982","MAR03982"
"HMR_4767",0.000193348946135831,0.000173588121253282,0.00206486283349087,"HMR_4767","MAR04767"
"HMR_8409",0,0.000142766858535642,0.00208357027303412,"HMR_8409","MAR08409"
"HMR_8410",0.00013005599989573,0.000102059391462375,0.00206391486930639,"HMR_8410","MAR08410"
"HMR_0156",0.00109731369952321,0.00131322188105631,0.00209198906575492,"HMR_0156","MAR00156"
"HMR_0168",93.7920357488474,56.2367149293499,-4.32066655933266,"HMR_0168","MAR00168"
"HMR_0174",0.000860462811064383,0.000374843343542841,0.00201124106143592,"HMR_0174","MAR00174"
"HMR_0353",-7.23653395784175e-06,-0.000150468920366525,0.00205065087449422,"HMR_0353","MAR00353"
"HMR_0377",-2.40705341907345e-05,-0.000133884252487726,0.00205449746665727,"HMR_0377","MAR00377"
"HMR_2982",7.23653395784175e-06,0.000150468920366525,0.00208362385673357,"HMR_2982","MAR02982"
"HMR_2591",0.00181170960187356,0.00184249096135819,0.00207068039538893,"HMR_2591","MAR02591"
"HMR_2594",-0.000906822800336709,-0.000547260192184405,0.00210852413500945,"HMR_2594","MAR02594"
"HMR_2714",7.23653395784175e-06,0.000150468920366525,0.00208362385673357,"HMR_2714","MAR02714"
"HMR_2730",2.13405597986489e-05,0.000129629654436648,0.00207960177566717,"HMR_2730","MAR02730"
"HMR_2593",-0.00181170960187356,-0.00184249096135819,0.00206359433583886,"HMR_2593","MAR02593"
"HMR_2655",-0.00016691994202132,-0.000224797382269271,0.00206047549305419,"HMR_2655","MAR02655"
"HMR_2656",0.000253969122349188,0.000281850084960326,0.00207034655072923,"HMR_2656","MAR02656"
"HMR_2673",0.000507265660693843,0.000408282037849913,0.00205574404417363,"HMR_2673","MAR02673"
"HMR_2674",-0.000557150032437113,-0.000462312856749524,0.00207805341814916,"HMR_2674","MAR02674"
"HMR_2731",-1.36515821718275e-20,-0.000112526983265179,0.00205418516145923,"HMR_2731","MAR02731"
"HMR_2732",-2.13405597986489e-05,-0.00012962965443665,0.00205467295556062,"HMR_2732","MAR02732"
"HMR_2744",-0.000977462992112039,-0.00071160984162379,0.00209773788631008,"HMR_2744","MAR02744"
"HMR_2745",0.00112423432456778,0.000819365024116575,0.00203204596526391,"HMR_2745","MAR02745"
"HMR_2817",0.000253969122349188,0.000281850084960326,0.00207034655072923,"HMR_2817","MAR02817"
"HMR_2819",-0.000253969122349188,-0.000281850084960326,0.00206392818049856,"HMR_2819","MAR02819"
"HMR_2861",7.23653395784175e-06,0.000150468920366525,0.00208362385673357,"HMR_2861","MAR02861"
"HMR_2862",-7.23653395784175e-06,-0.000150468920366525,0.00205065087449422,"HMR_2862","MAR02862"
"HMR_0670",0.00069807962529274,0.000300000906807085,0.00202131727267401,"HMR_0670","MAR00670"
"HMR_0681",0.00069807962529274,0.000300000906807085,0.00202131727267401,"HMR_0681","MAR00681"
"HMR_3430",1.21027219254196e-20,5.08169715330622e-05,0.00207298655636548,"HMR_3430","MAR03430"
"HMR_7942",-0.00129660462290767,-0.00132622541552034,0.00206372792067891,"HMR_7942","MAR07942"
"HMR_7943",0.00129660462290767,0.00132622541552034,0.00207054681054888,"HMR_7943","MAR07943"
"HMR_0736",0.253616674473069,0.253715700870832,0.00207853561057986,"HMR_0736","MAR00736"
"HMR_0753",-0.00139615925058548,-0.000592471289069481,0.00215964433818307,"HMR_0753","MAR00753"
"HMR_0758",2.50768093676815,2.50777996316591,0.00207853561057974,"HMR_0758","MAR00758"
"HMR_0762",0.0274169112857917,0.0119892754270094,0.000291368714676796,"HMR_0762","MAR00762"
"HMR_8219",0.00139615925058548,0.000592471289069481,0.00197463039304472,"HMR_8219","MAR08219"
"HMR_0453",0,-8.66010322639321e-05,0.00205716931868559,"HMR_0453","MAR00453"
"HMR_4390",-0.00240051522248244,-0.000379621090298477,0.00229974853686812,"HMR_4390","MAR04390"
"HMR_0448",0.000504168618266979,0.000205869349998493,0.0020328021963088,"HMR_0448","MAR00448"
"HMR_0479",0.00620708097659175,0.00719087982556767,0.00218037565894871,"HMR_0479","MAR00479"
"HMR_0579",0.0849573770491803,0.0849573770491803,0.0020671373656139,"HMR_0579","MAR00579"
"HMR_0580",0.0849573770491803,0.0849573770491803,0.0020671373656139,"HMR_0580","MAR00580"
"HMR_0581",0.0849573770491803,0.0849573770491803,0.0020671373656139,"HMR_0581","MAR00581"
"HMR_0586",0.0822685513796254,0.08367808496004,0.00222937904460184,"HMR_0586","MAR00586"
"HMR_0598",0.000775644028103044,0.000775644028103044,0.0020671373656139,"HMR_0598","MAR00598"
"HMR_0614",7.75644028103044e-05,0.000475643121295959,0.00211295745855378,"HMR_0614","MAR00614"
"HMR_0632",2.33776618266979,2.33786520906755,0.00207853561057974,"HMR_0632","MAR00632"
"HMR_0651",7.75644028103044e-05,0.000475643121295959,0.00211295745855378,"HMR_0651","MAR00651"
"HMR_0819",0.045003531598866,0.0259721524606448,-0.000123433293889523,"HMR_0819","MAR00819"
"HMR_0821",0.045003531598866,0.0259721524606448,-0.000123433293889523,"HMR_0821","MAR00821"
"HMR_0845",0.045003531598866,0.0259721524606448,-0.000123433293889523,"HMR_0845","MAR00845"
"HMR_0847",0.045003531598866,0.0259721524606448,-0.000123433293889523,"HMR_0847","MAR00847"
"HMR_7571",0.000213302107728121,0.000163788908846804,0.00206143824313098,"HMR_7571","MAR07571"
"HMR_7572",0.000213302107728121,0.000163788908846804,0.00206143824313098,"HMR_7572","MAR07572"
"HMR_7573",0.000213302107728121,0.000163788908846804,0.00206143824313098,"HMR_7573","MAR07573"
"HMR_1684",0.000239359911112577,8.25835171149021e-05,0.0020490919172888,"HMR_1684","MAR01684"
"HMR_1692",-0.000239359911112577,-8.25835171149021e-05,0.00208518281393899,"HMR_1692","MAR01692"
"HMR_1694",-0.000239359911112577,-8.25835171149022e-05,0.00208518281393899,"HMR_1694","MAR01694"
"HMR_1774",0.000239359911112577,8.25835171149021e-05,0.0020490919172888,"HMR_1774","MAR01774"
"HMR_1830",0,14.8387258175947,1.71005041931063,"HMR_1830","MAR01830"
"HMR_1832",-7.7715611723761e-17,-0.227444167112651,-0.0241123904307482,"HMR_1832","MAR01832"
"HMR_1834",7.7715611723761e-17,15.0661699847074,1.73622994710699,"HMR_1834","MAR01834"
"HMR_1835",7.7715611723761e-17,0.22744416711265,0.0282466651619758,"HMR_1835","MAR01835"
"HMR_1841",0,0.551168544695178,0.0655083432646472,"HMR_1841","MAR01841"
"HMR_1844",7.31537357880028,44.099428008659,4.23602568479419,"HMR_1844","MAR01844"
"HMR_1855",0,0.000794982378754461,0.00215864229865494,"HMR_1855","MAR01855"
"HMR_1877",0,-0.000794982378754461,0.00197563243257285,"HMR_1877","MAR01877"
"HMR_4262",-0.0247298360655735,-0.0284206101602225,0.00164231784077156,"HMR_4262","MAR04262"
"HMR_4265",0.0105985011709602,0.00690772707631152,0.0016423178407716,"HMR_4265","MAR04265"
"HMR_4269",0.00543512880562051,0.00543512880561987,0.00206713736561382,"HMR_4269","MAR04269"
"HMR_8791",0.0105985011709602,0.00690772707631139,0.00164231784077158,"HMR_8791","MAR08791"
"HMR_4308",3.46944695195361e-19,0.00104091725170224,0.00218695016393971,"HMR_4308","MAR04308"
"HMR_3929",-0.00652856167912098,-0.00866529922761339,0.00182119225849413,"HMR_3929","MAR03929"
"HMR_4332",0.00200335812548107,-4.78274741526898,-0.548672490125926,"HMR_4332","MAR04332"
"HMR_4333",-0.541232051514572,-0.512517021463846,0.00537232622549799,"HMR_4333","MAR04333"
"HMR_4654",9.96584562978005e-05,4.84047591501493,0.559209430184515,"HMR_4654","MAR04654"
"HMR_4655",-0.62202638068548,-10.2391757433764,-1.10489652874428,"HMR_4655","MAR04655"
"HMR_7920",0.226180393558371,0.372466580946738,0.0189051304325486,"HMR_7920","MAR07920"
"HMR_8129",0.28028556230846,0.195090835409476,-0.00773903946129395,"HMR_8129","MAR08129"
"HMR_8132",1.05273338239759,1.7281713474592,0.0798121382839736,"HMR_8132","MAR08132"
"HMR_8144",0.00652856167912098,0.00866529922761339,0.00231308247273366,"HMR_8144","MAR08144"
"HMR_7663",0.000504168618266979,0.000670216684477389,0.00208625001211555,"HMR_7663","MAR07663"
"HMR_6630",0.00189448946135831,0.00144028427796702,0.00201485694279718,"HMR_6630","MAR06630"
"HMR_6632",0.00261148986880931,0.00268583910243908,0.00207569519258813,"HMR_6632","MAR06632"
"HMR_6634",0.000775644028103044,0.000775644028103044,0.0020671373656139,"HMR_6634","MAR06634"
"HMR_6638",0.00731512838843986,0.0146434196121035,0.00291064637367175,"HMR_6638","MAR06638"
"HMR_6641",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6641","MAR06641"
"HMR_6642",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6642","MAR06642"
"HMR_6643",0.00100743793911007,0.000963121347854757,0.0020620363887573,"HMR_6643","MAR06643"
"HMR_6644",0.0183916026993246,0.025939026882133,0.00293586925569971,"HMR_6644","MAR06644"
"HMR_6647",0.00100624396716997,0.00102592050122492,0.0020694021956017,"HMR_6647","MAR06647"
"HMR_6648",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6648","MAR06648"
"HMR_6649",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6649","MAR06649"
"HMR_6650",0.00067672131147541,0.000715203383279143,0.00207156677121808,"HMR_6650","MAR06650"
"HMR_6651",0.00034903981264637,0.000425474636774971,0.00207593525051148,"HMR_6651","MAR06651"
"HMR_6652",0.000290023419203747,0.000328505491007481,0.00207156677121808,"HMR_6652","MAR06652"
"HMR_6653",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6653","MAR06653"
"HMR_6654",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6654","MAR06654"
"HMR_6655",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6655","MAR06655"
"HMR_6656",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6656","MAR06656"
"HMR_6657",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6657","MAR06657"
"HMR_6658",0.000386697892271663,0.000386697892271663,0.0020671373656139,"HMR_6658","MAR06658"
"HMR_6660",-9.66744730679157e-05,-5.81924012641823e-05,0.00207156677121808,"HMR_6660","MAR06660"
"HMR_6662",-0.000174519906323185,-0.000198079388016944,0.00206442559633135,"HMR_6662","MAR06662"
