"","means_1","means_2","means_3","hmr","mar"
"HMR_8469",-0.000177521252466393,-0.00076011017219068,0,"HMR_8469","MAR08469"
"HMR_3802",-0.0089143387585906,-0.0058897381209373,-0.00974607481406175,"HMR_3802","MAR03802"
"HMR_3831",0.000399432038208339,0,0,"HMR_3831","MAR03831"
"HMR_3899",-0.0540405781879788,-0.0533992306251335,-0.0463165916760083,"HMR_3899","MAR03899"
"HMR_3956",0.0123673134049832,0.0126789194492089,0.0116212900158468,"HMR_3956","MAR03956"
"HMR_4190",-0.000714368704781648,-4.05729000926134e-05,0,"HMR_4190","MAR04190"
"HMR_8607",0,0.00035751951135668,0,"HMR_8607","MAR08607"
"HMR_3839",0.00392299323240333,0.00574133324537388,0.00161759785881566,"HMR_3839","MAR03839"
"HMR_3841",0.00392299323240333,0.00574133324537388,0.00161759785881566,"HMR_3841","MAR03841"
"HMR_3845",-3.27729110251687,-4.24909036317344,-1.20380791282803,"HMR_3845","MAR03845"
"HMR_4198",0.00369666634627294,0.00352994310897849,0,"HMR_4198","MAR04198"
"HMR_4658",-0.0114299957616714,-0.00492293720749615,-0.00408874539308101,"HMR_4658","MAR04658"
"HMR_8566",19.705001221141,33.6041274138084,13.727927668414,"HMR_8566","MAR08566"
"HMR_3208",0.00337298123413897,0.00380386253202466,0.00378608282112458,"HMR_3208","MAR03208"
"HMR_3213",0.00337298123413897,0.00380386253202466,0.00378608282112458,"HMR_3213","MAR03213"
"HMR_3215",0.00337298123413897,0.00380386253202466,0.00378608282112458,"HMR_3215","MAR03215"
"HMR_6725",0.0765612050139417,0.0871917142197447,0.0857973904315825,"HMR_6725","MAR06725"
"HMR_3996",0.00389559786371748,0.00866745748936911,0.00689625645261784,"HMR_3996","MAR03996"
"HMR_4323",0.196400687133503,0.446263304082008,0.0643035742533889,"HMR_4323","MAR04323"
"HMR_5390",0,0.00035751951135668,-9.23507921920689e-19,"HMR_5390","MAR05390"
"HMR_8682",0.000574789134964686,0.000612408879506546,0.00080879892940784,"HMR_8682","MAR08682"
"HMR_4116",0.000331065665972081,0.000293445921430221,9.70558715289395e-05,"HMR_4116","MAR04116"
"HMR_4176",0.0144451123937377,0,0,"HMR_4176","MAR04176"
"HMR_4329",0.0144451123937377,0,0,"HMR_4329","MAR04329"
"HMR_3988",0.0298474849063113,0.0373678040474584,0.0284198839227047,"HMR_3988","MAR03988"
"HMR_4158",0.443337557991991,0.442804155352931,0.445098474006353,"HMR_4158","MAR04158"
"HMR_4159",0.0277069384951289,0.0282403411341879,0.025946022480766,"HMR_4159","MAR04159"
"HMR_4524",0.443287163264741,0.442804155352931,0.445098474006353,"HMR_4524","MAR04524"
"HMR_4527",0.110827753980516,0.112961364536751,0.103784089923064,"HMR_4527","MAR04527"
"HMR_4631",0.443337557991991,0.442804155352931,0.445098474006353,"HMR_4631","MAR04631"
"HMR_8366",0.0277069384951289,0.0279701597980457,0.025946022480766,"HMR_8366","MAR08366"
"HMR_8367",0,0.000270181336142197,0,"HMR_8367","MAR08367"
"HMR_8368",0.0277069384951289,0.0282403411341879,0.025946022480766,"HMR_8368","MAR08368"
"HMR_8373",-0.110827753980516,-0.112961364536751,-0.103784089923064,"HMR_8373","MAR08373"
"HMR_8375",0.272434638073824,0.254790370371763,0.284059092651395,"HMR_8375","MAR08375"
"HMR_5130",2.81,2.81,2.81,"HMR_5130","MAR05130"
"HMR_5131",8.01,8.01,8.01,"HMR_5131","MAR05131"
"HMR_5132",5.12,5.12,5.12,"HMR_5132","MAR05132"
"HMR_5133",3.75,3.75,3.75,"HMR_5133","MAR05133"
"HMR_5134",5.56,5.56,5.56,"HMR_5134","MAR05134"
"HMR_5135",1.83,1.83,1.83,"HMR_5135","MAR05135"
"HMR_5136",4.28,4.28,4.28,"HMR_5136","MAR05136"
"HMR_5137",7.83,7.83,7.83,"HMR_5137","MAR05137"
"HMR_5138",7.21,7.21,7.21,"HMR_5138","MAR05138"
"HMR_5139",2.28,2.28,2.28,"HMR_5139","MAR05139"
"HMR_5140",4.42,4.42,4.42,"HMR_5140","MAR05140"
"HMR_5141",9.11,9.11,9.11,"HMR_5141","MAR05141"
"HMR_5142",7.19,7.19,7.19,"HMR_5142","MAR05142"
"HMR_5143",2.22,2.22,2.22,"HMR_5143","MAR05143"
"HMR_5145",3.68,3.68,3.68,"HMR_5145","MAR05145"
"HMR_5146",5.1,5.1,5.1,"HMR_5146","MAR05146"
"HMR_5147",6.61,6.61,6.61,"HMR_5147","MAR05147"
"HMR_5148",5.35,5.35,5.35,"HMR_5148","MAR05148"
"HMR_5149",0.98,0.98,0.98,"HMR_5149","MAR05149"
"HMR_5150",6.67,6.67,6.67,"HMR_5150","MAR05150"
"HMR_5407",0.000155639462150024,0.00899447776080906,0.000111514771746235,"HMR_5407","MAR05407"
"HMR_0710",0.000149787014328127,0.0073804667416873,0,"HMR_0710","MAR00710"
"HMR_4141",-0.0128947330801219,-0.0133484803767559,-0.0120794791566833,"HMR_4141","MAR04141"
"HMR_4145",-0.0128947330801219,-0.0133484803767559,-0.0120794791566833,"HMR_4145","MAR04145"
"HMR_4147",-9.53177426462803e-05,-0.0002365260057065,0,"HMR_4147","MAR04147"
"HMR_4152",0.0157100100411109,0.0166208865448181,0.015576908372351,"HMR_4152","MAR04152"
"HMR_4408",0.00250008533415186,0.000685280640210546,0.0038684486505245,"HMR_4408","MAR04408"
"HMR_4410",0.015751980876331,0.0168574125505246,0.015576908372351,"HMR_4410","MAR04410"
"HMR_4458",0.00309326919323079,0.00337021509231126,0.00349742921566769,"HMR_4458","MAR04458"
"HMR_4589",0.000114123439488097,0.00020413629316885,-3.09772049281573e-19,"HMR_4589","MAR04589"
"HMR_4652",-0.0158053277837572,-0.0168574125505246,-0.015576908372351,"HMR_4652","MAR04652"
"HMR_5297",0.0124323465496182,0.0130535500184999,0.0117908255512264,"HMR_5297","MAR05297"
"HMR_6911",0.00680649251553879,0.00678547270998088,0.00593337416636545,"HMR_6911","MAR06911"
"HMR_6912",0.0761218689609538,0.0742909622646495,0.0704006846647832,"HMR_6912","MAR06912"
"HMR_6914",0.00447549805170353,0.00736379977847078,0.00295732453788088,"HMR_6914","MAR06914"
"HMR_6916",0.136304218245228,0.133063424715837,0.128176897504009,"HMR_6916","MAR06916"
"HMR_6918",0.0342094067805107,0.0337282218696699,0.0316387427846099,"HMR_6918","MAR06918"
"HMR_6921",0.0510064342309381,0.0493763366471565,0.0495290601199254,"HMR_6921","MAR06921"
"HMR_3960",5.89280925758661,9.33009241184143,2.57378142058816,"HMR_3960","MAR03960"
"HMR_3980",2.94674158114731,4.66532843582377,1.28722888025059,"HMR_3980","MAR03980"
"HMR_3982",0.00277044593529967,0.00290044473302522,0.00277794021085292,"HMR_3982","MAR03982"
"HMR_4767",0.000182610011648402,0.000155223801827357,0.000193348946135831,"HMR_4767","MAR04767"
"HMR_8409",0.000231574589435794,-5.00382208281761e-17,0,"HMR_8409","MAR08409"
"HMR_8410",0.000113631917437736,7.87708169765163e-05,0.000128620468544241,"HMR_8410","MAR08410"
"HMR_0156",0.00129092767616974,0.0013298759763663,0.00121789186758921,"HMR_0156","MAR00156"
"HMR_0168",58.9974322668851,57.7296041584071,66.7545784743468,"HMR_0168","MAR00168"
"HMR_0174",0.000464047693385573,0.000350238340479946,0.000379500205609609,"HMR_0174","MAR00174"
"HMR_0353",-0.000128445112393743,-0.00015572771624105,-0.000134718969555035,"HMR_0353","MAR00353"
"HMR_0377",-7.86767315799417e-05,-0.000177471366940526,-0.00019532695474487,"HMR_0377","MAR00377"
"HMR_2982",0.000128445112393743,0.00015572771624105,0.000134718969555035,"HMR_2982","MAR02982"
"HMR_2591",0.00186210432912338,0.00181087621726944,0.00181170960187354,"HMR_2591","MAR02591"
"HMR_2594",-0.000653033274260212,-0.000526148410892066,-0.000377867592583502,"HMR_2594","MAR02594"
"HMR_2714",0.000128445112393743,0.00015572771624105,0.000134718969555035,"HMR_2714","MAR02714"
"HMR_2730",7.64398407738483e-05,0.000168771604106915,0.000194281297859031,"HMR_2730","MAR02730"
"HMR_2593",-0.00186210432912338,-0.00181087621726944,-0.00181170960187354,"HMR_2593","MAR02593"
"HMR_2655",-0.000219559087443782,-0.00022369658987172,-0.000210007057201562,"HMR_2655","MAR02655"
"HMR_2656",0.00027530834617755,0.000282419011553911,0.00029016393442623,"HMR_2656","MAR02656"
"HMR_2673",0.000473080748322841,0.000366011069160982,0.000292263287983156,"HMR_2673","MAR02673"
"HMR_2674",-0.000531463986395655,-0.000408023683280419,-0.000354065762642369,"HMR_2674","MAR02674"
"HMR_2731",-5.57877266800068e-05,-0.000161309124310106,-0.000165806051366014,"HMR_2731","MAR02731"
"HMR_2732",-7.64398407738503e-05,-0.000168771604106915,-0.000194281297859031,"HMR_2732","MAR02732"
"HMR_2744",-0.000740306015458624,-0.000768668256614372,-0.000626663465495568,"HMR_2744","MAR02744"
"HMR_2745",0.000867671501789034,0.00084921290957661,0.000742338719722267,"HMR_2745","MAR02745"
"HMR_2817",0.00027530834617755,0.000282419011553911,0.00029016393442623,"HMR_2817","MAR02817"
"HMR_2819",-0.00027530834617755,-0.000282419011553911,-0.00029016393442623,"HMR_2819","MAR02819"
"HMR_2861",0.000128445112393743,0.00015572771624105,0.000134718969555035,"HMR_2861","MAR02861"
"HMR_2862",-0.000128445112393743,-0.00015572771624105,-0.000134718969555035,"HMR_2862","MAR02862"
"HMR_0670",0.000353136721127072,0.000358928275045843,0.000193911007025761,"HMR_0670","MAR00670"
"HMR_0681",0.000353136721127072,0.000358928275045843,0.000193911007025761,"HMR_0681","MAR00681"
"HMR_3430",3.08038641677311e-05,7.62507340785484e-05,4.0800116676144e-05,"HMR_3430","MAR03430"
"HMR_7942",-0.001389471380251,-0.00124813405020286,-0.00121621947139511,"HMR_7942","MAR07942"
"HMR_7943",0.001389471380251,0.00124813405020286,0.00121621947139511,"HMR_7943","MAR07943"
"HMR_0736",0.253713477290751,0.253726466339019,0.253627755102041,"HMR_0736","MAR00736"
"HMR_0753",-0.000694058575669845,-0.000717856550091686,-0.000387822014051522,"HMR_0753","MAR00753"
"HMR_0758",2.50777773958583,2.5077907286341,2.50769201739712,"HMR_0758","MAR00758"
"HMR_0762",0.0155299668039677,0.00580030381949474,0.0226429145854193,"HMR_0762","MAR00762"
"HMR_8219",0.000694058575669845,0.000717856550091686,0.000387822014051522,"HMR_8219","MAR08219"
"HMR_0453",-5.49668996293496e-05,-0.000152943892865389,0,"HMR_0453","MAR00453"
"HMR_4390",-0.00061576334331879,1.36823260077044e-18,-0.0017146537303446,"HMR_4390","MAR04390"
"HMR_0448",0.000273740088329123,0.000195059818404442,0.000138507862161258,"HMR_0448","MAR00448"
"HMR_0479",0.00674624814795382,0.0033016610706491,0.0183668361711626,"HMR_0479","MAR00479"
"HMR_0579",0.0849573770491803,0.0849573770491803,0.0849573770491803,"HMR_0579","MAR00579"
"HMR_0580",0.0849573770491803,0.0849573770491803,0.0849573770491803,"HMR_0580","MAR00580"
"HMR_0581",0.0849573770491803,0.0849573770491803,0.0849573770491803,"HMR_0581","MAR00581"
"HMR_0586",0.0838245944766608,0.0842275907243257,0.0806133603356323,"HMR_0586","MAR00586"
"HMR_0598",0.000775644028103044,0.000775644028103044,0.000775644028103044,"HMR_0598","MAR00598"
"HMR_0614",0.000422507306975972,0.000416715753057201,0.000581733021077283,"HMR_0614","MAR00614"
"HMR_0632",2.33786298548747,2.33787597453574,2.33777726329876,"HMR_0632","MAR00632"
"HMR_0651",0.000422507306975972,0.000416715753057201,0.000581733021077283,"HMR_0651","MAR00651"
"HMR_0819",0.0277069384951289,0.0282403411341879,0.025946022480766,"HMR_0819","MAR00819"
"HMR_0821",0.0277069384951289,0.0282403411341879,0.025946022480766,"HMR_0821","MAR00821"
"HMR_0845",0.0277069384951289,0.0282403411341879,0.025946022480766,"HMR_0845","MAR00845"
"HMR_0847",0.0277069384951289,0.0282403411341879,0.025946022480766,"HMR_0847","MAR00847"
"HMR_7571",0.000164900698889522,0.000158406174749959,0.000207761793242414,"HMR_7571","MAR07571"
"HMR_7572",0.000164900698889522,0.000158406174749959,0.000207761793242414,"HMR_7572","MAR07572"
"HMR_7573",0.000164900698889522,0.000158406174749959,0.000207761793242414,"HMR_7573","MAR07573"
"HMR_1684",0.000105012995578967,7.06458665293695e-05,0.000123103420921689,"HMR_1684","MAR01684"
"HMR_1692",-0.000105012995578967,-7.06458665293695e-05,-0.000123103420921689,"HMR_1692","MAR01692"
"HMR_1694",-0.000105012995578967,-7.06458665293695e-05,-0.00012310342092169,"HMR_1694","MAR01694"
"HMR_1774",0.000105012995578967,7.06458665293695e-05,0.000123103420921689,"HMR_1774","MAR01774"
"HMR_1830",10.9019759024905,19.6470029440636,9.90319177784644,"HMR_1830","MAR01830"
"HMR_1832",-0.106658742291856,-0.469124481044232,0,"HMR_1832","MAR01832"
"HMR_1834",11.0086346447824,20.1161274251079,9.90319177784644,"HMR_1834","MAR01834"
"HMR_1835",0.106658742291854,0.469124481044232,0,"HMR_1835","MAR01835"
"HMR_1841",0.727071003073404,0.298629617139217,0,"HMR_1841","MAR01841"
"HMR_1844",41.2815487156689,42.6173589825614,34.3643023824273,"HMR_1844","MAR01844"
"HMR_1855",0,0.00230656859187914,0,"HMR_1855","MAR01855"
"HMR_1877",0,-0.00230656859187914,0,"HMR_1877","MAR01877"
"HMR_4262",-0.0272438807927499,-0.0292495464394103,-0.029019705587141,"HMR_4262","MAR04262"
"HMR_4265",0.00808445644378408,0.00607879079712796,0.00630863164938269,"HMR_4265","MAR04265"
"HMR_4269",0.00543512880562166,0.0054351288056207,0.00543512880561012,"HMR_4269","MAR04269"
"HMR_8791",0.00808445644378418,0.00607879079712803,0.00630863164938106,"HMR_8791","MAR08791"
"HMR_4308",0.00137410431279338,0.00049758221459907,0.000163906031763174,"HMR_4308","MAR04308"
"HMR_3929",-0.0114299957616715,-0.00492293720749615,-0.00408874539308101,"HMR_3929","MAR03929"
"HMR_4332",-7.77277495931776,0.0229593615869852,0.010943027777853,"HMR_4332","MAR04332"
"HMR_4333",3.39308294164778,-6.95363271511326,-1.91488422385965,"HMR_4333","MAR04333"
"HMR_4654",7.82735165757289,0.0356648296209172,0.0190774374057385,"HMR_4654","MAR04654"
"HMR_4655",-12.3028192288065,-7.08320312825028,-2.01233094946611,"HMR_4655","MAR04655"
"HMR_7920",0.346479099346387,0.346910863646712,0.4506502360817,"HMR_7920","MAR07920"
"HMR_8129",0.201906474538085,0.22319031088507,0.153778178619444,"HMR_8129","MAR08129"
"HMR_8132",1.6302830277989,1.87126310247774,1.3268693006488,"HMR_8132","MAR08132"
"HMR_8144",0.0114299957616715,0.00492293720749615,0.00408874539308101,"HMR_8144","MAR08144"
"HMR_7663",0.000622958195799298,0.00068824751789425,0.000720240883238541,"HMR_7663","MAR07663"
"HMR_6630",0.00143680725756257,0.00172588480132639,0.00105628599584828,"HMR_6630","MAR06630"
"HMR_6632",0.002668394465685,0.00268735624002198,0.0027080093676815,"HMR_6632","MAR06632"
"HMR_6634",0.000775644028103044,0.000775644028103044,0.000775644028103044,"HMR_6634","MAR06634"
"HMR_6638",0.0132008069699121,0.0178362808136746,0.00785602088972762,"HMR_6638","MAR06638"
"HMR_6641",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6641","MAR06641"
"HMR_6642",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6642","MAR06642"
"HMR_6643",0.000961150675837653,0.000976909324801268,0.000968752091000336,"HMR_6643","MAR06643"
"HMR_6644",0.0228307504806188,0.0300026993528906,0.0243419509504316,"HMR_6644","MAR06644"
"HMR_6647",0.00102065322022592,0.00102563509347054,0.00103648042823687,"HMR_6647","MAR06647"
"HMR_6648",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6648","MAR06648"
"HMR_6649",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6649","MAR06649"
"HMR_6650",0.000712498478673772,0.000697145495926378,0.000745774506523921,"HMR_6650","MAR06650"
"HMR_6651",0.000433627763742647,0.000382359732163472,0.000443225158916025,"HMR_6651","MAR06651"
"HMR_6652",0.00032580058640211,0.000310447603654715,0.000359076614252258,"HMR_6652","MAR06652"
"HMR_6653",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6653","MAR06653"
"HMR_6654",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6654","MAR06654"
"HMR_6655",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6655","MAR06655"
"HMR_6656",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6656","MAR06656"
"HMR_6657",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6657","MAR06657"
"HMR_6658",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6658","MAR06658"
"HMR_6660",-6.08973058695532e-05,-7.62502886169476e-05,-2.76212780194045e-05,"HMR_6660","MAR06660"
"HMR_6662",-0.000195437865348799,-0.000181424914363111,-0.000235463365674139,"HMR_6662","MAR06662"
"HMR_6664",0.000386697892271663,0.000386697892271663,0.000386697892271663,"HMR_6664","MAR06664"
